object,exists_live,app_ops,app_file_count,app_files_sample,probable_intended_target,finding,severity
fall_risk_assessments,TABLE,INSERT,1,src/components/nursing/FallRiskAssessmentForm.tsx,,ok,OK
fcm_tokens,TABLE,READ|INSERT|UPDATE,2,src/pages/platform/MobileAppPage.tsx ; supabase/functions/send-push-notification/index.ts,,ok,OK
feedback_records,TABLE,READ,1,src/pages/pro/PROPage.tsx,,ok,OK
financial_anomalies,MISSING,INSERT,1,supabase/functions/financial-anomaly-check/index.ts,(none - inventory_anomalies is unrelated),CONTRACT VIOLATION - runtime error/silent failure,CRITICAL
fire_safety_drills,TABLE,READ|INSERT|DELETE,1,src/components/fms/FireSafetyTab.tsx,,ok,OK
fixed_assets,TABLE,READ|UPDATE|INSERT,3,src/components/accounts/fixed-assets/DisposalTab.tsx ; src/components/accounts/fixed-assets/InsuranceTab.tsx ; src/pages/accounts/FixedAssetsPage.tsx,,ok,OK
full_final_settlements,TABLE,INSERT,1,src/components/hr/OffboardingTab.tsx,,ok,OK
govt_scheme_claims,TABLE,READ|INSERT,3,src/components/insurance/ArogyasriTab.tsx ; supabase/functions/esi-claim-submit/index.ts ; supabase/functions/pmjay-claim-submit/index.ts,,ok,OK
govt_schemes,TABLE,READ|INSERT,5,src/components/insurance/UnifiedAgeingView.tsx ; src/components/ipd/AdmitPatientModal.tsx ; src/components/pmjay/PmjayAnalyticsTab.tsx ; src/components/pmjay/PmjayBeneficiariesTab.tsx,,ok,OK
grievances,TABLE,INSERT|READ|UPDATE,2,src/components/crm/ReviewSentimentAnalyser.tsx ; src/pages/pro/PROPage.tsx,,ok,OK
grn_ai_log,TABLE,INSERT,1,src/components/inventory/GRNPanel.tsx,,ok,OK
grn_items,TABLE,READ|INSERT,1,src/components/inventory/GRNPanel.tsx,,ok,OK
grn_records,TABLE,READ|INSERT|UPDATE,4,src/components/inventory/ConsolidatedStockPanel.tsx ; src/components/inventory/GRNPanel.tsx ; src/components/inventory/PurchaseOrdersPanel.tsx ; src/components/inventory/VendorsPanel.tsx,,ok,OK
guideline_adherence_log,TABLE,INSERT,1,supabase/functions/ai-clinical-guidelines/index.ts,,ok,OK
hand_hygiene_audits,TABLE,READ|DELETE|INSERT,2,src/components/ipc/HandHygieneTab.tsx ; src/components/quality/InfectionControlTab.tsx,,ok,OK
hcx_submissions,TABLE,READ|INSERT,3,src/pages/ABDMComplianceDashboard.tsx ; supabase/functions/hcx-claim-submit/index.ts ; supabase/functions/pmjay-eligibility/index.ts,,ok,OK
health_coach_sessions,TABLE,READ|INSERT,1,src/pages/portal/PortalHealthCoachPage.tsx,,ok,OK
health_packages,TABLE,READ|INSERT,8,src/components/ipd/AdmitPatientModal.tsx ; src/components/packages/BookPackageModal.tsx ; src/components/packages/CorporateTab.tsx ; src/components/packages/CreatePackageModal.tsx,,ok,OK
hep_plans,TABLE,READ|INSERT|UPDATE,1,src/pages/physio/PhysioPage.tsx,,ok,OK
high_alert_double_checks,TABLE,READ|INSERT|UPDATE,1,src/components/ipd/MedReconciliationPanel.tsx,,ok,OK
hmis_reports,TABLE,INSERT|READ|UPDATE,3,src/components/ivf/ICMRComplianceTab.tsx ; src/pages/hmis/HMISPage.tsx ; supabase/functions/hmis-portal-submit/index.ts,,ok,OK
home_care_plans,TABLE,READ|INSERT,3,src/components/home-care/HomeCareActivePlansTab.tsx ; src/components/home-care/HomeTeleMonitoringTab.tsx ; src/pages/home-care/HomeCarePage.tsx,,ok,OK
home_care_visits,TABLE,INSERT|READ|UPDATE,3,src/components/home-care/HomeCareActivePlansTab.tsx ; src/components/home-care/HomeCareVisitTab.tsx ; src/pages/home-care/HomeCarePage.tsx,,ok,OK
home_tele_monitoring,TABLE,READ|INSERT,2,src/components/home-care/HomeTeleMonitoringTab.tsx ; src/pages/home-care/HomeCarePage.tsx,,ok,OK
hospital_abdm_config,TABLE,READ|INSERT|UPDATE,19,src/components/dashboard/ABDMComplianceCard.tsx ; src/components/insurance/HCXClaimsTab.tsx ; src/pages/ABDMComplianceDashboard.tsx ; src/pages/ABDMConsentPage.tsx,,ok,OK
hospital_addons,TABLE,READ|INSERT|UPDATE,7,src/contexts/HospitalContext.tsx ; src/hooks/useSubscriptionConfig.ts ; src/pages/platform/HospitalDetailPage.tsx ; src/pages/settings/SettingsPlanPage.tsx,,ok,OK
hospital_ai_budget_status,VIEW,READ,4,src/pages/platform/AIPerformancePage.tsx ; src/pages/platform/HospitalDetailPage.tsx ; src/pages/settings/SettingsPlanPage.tsx ; e2e/phase-02-settings/P2J.downstream.spec.ts,,ok,OK
hospital_ai_wallet,TABLE,READ,2,src/components/subscription/AiCreditsCard.tsx ; src/components/subscription/AiWalletsPanel.tsx,,ok,OK
hospital_committees,TABLE,READ|INSERT,1,src/pages/quality/CommitteesPage.tsx,,ok,OK
hospital_config_values,TABLE,READ|INSERT|UPDATE|DELETE,5,src/hooks/useConfigValues.ts ; src/pages/settings/SettingsConfigValuesPage.tsx ; e2e/phase-02-settings/P2D.structure.config-values.spec.ts ; e2e/phase-02-settings/P2D.structure.departments.spec.ts,,ok,OK
hospital_encounter_usage,MISSING,READ,4,src/pages/platform/AIPerformancePage.tsx ; src/pages/platform/HospitalDetailPage.tsx ; src/pages/settings/SettingsPlanPage.tsx ; e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,(none),CONTRACT VIOLATION - runtime error/silent failure,HIGH
hospital_feature_overrides,TABLE,READ|INSERT|DELETE,3,src/hooks/useSubscriptionConfig.ts ; src/pages/platform/HospitalDetailPage.tsx ; supabase/functions/_shared/ai-entitlement.ts,,ok,OK
hospital_icd_settings,TABLE,READ|INSERT|UPDATE,3,src/components/mrd/ICDCodingTab.tsx ; src/pages/settings/SettingsICDCodesPage.tsx ; e2e/phase-02-settings/P2G.clinical.masters.spec.ts,,ok,OK
hospital_insurance_settings,TABLE,READ|INSERT|UPDATE,10,src/components/insurance/ActiveAdmissions.tsx ; src/components/insurance/ClaimsStatus.tsx ; src/components/insurance/ClaimsToSubmit.tsx ; src/components/insurance/PaymentReconciliation.tsx,,ok,OK
hospital_module_entitlements,TABLE,READ|INSERT|DELETE,3,src/contexts/HospitalContext.tsx ; src/pages/platform/HospitalDetailPage.tsx ; supabase/functions/_shared/ai-entitlement.ts,,ok,OK
hospital_packages,TABLE,READ,1,src/lib/packageGuard.ts,,ok,OK
hospital_pacs_config,TABLE,READ|INSERT|UPDATE,4,src/components/radiology/DicomViewerPanel.tsx ; src/pages/settings/SettingsRadiologyPage.tsx ; e2e/phase-02-settings/P2G.clinical.alerts-radiology.spec.ts ; e2e/phase-02-settings/P2J.downstream.spec.ts,,ok,OK
hospital_pricing_overrides,TABLE,READ|INSERT,5,src/hooks/useSubscriptionConfig.ts ; src/pages/platform/HospitalDetailPage.tsx ; supabase/functions/change-subscription-plan/index.ts ; supabase/functions/create-razorpay-subscription/index.ts,,ok,OK
hospital_settings,TABLE,READ|INSERT|UPDATE|DELETE,28,src/components/billing/tabs/DiscountTab.tsx ; src/components/ipd/tabs/NursingKardexTab.tsx ; src/lib/consultationFee.ts ; src/lib/dayCareGate.ts,,ok,OK
hospital_signup_consents,TABLE,READ|INSERT,2,src/pages/platform/ComplianceCenterPage.tsx ; supabase/functions/register-hospital/index.ts,,ok,OK
hospital_subscriptions,TABLE,READ|INSERT|UPDATE,20,src/contexts/HospitalContext.tsx ; src/hooks/useSubscriptionConfig.ts ; src/pages/platform/ChurnRadarPage.tsx ; src/pages/platform/HospitalDetailPage.tsx,,ok,OK
hospitals,TABLE,READ|INSERT|UPDATE|DELETE,121,src/components/accounts/ReportsTab.tsx ; src/components/analytics/AIDigestTab.tsx ; src/components/analytics/PROMAnalyticsTab.tsx ; src/components/billing/AdvanceReceiptModal.tsx,,ok,OK
housekeeping_tasks,TABLE,INSERT|READ|UPDATE,5,src/components/housekeeping/NewTaskModal.tsx ; src/components/housekeeping/ReportsTab.tsx ; src/components/housekeeping/TasksTab.tsx ; src/components/ipd/DischargeSummaryGenerator.tsx,,ok,OK
icd10_code_sets,TABLE,READ|INSERT|DELETE,1,src/pages/settings/SettingsICDCodesPage.tsx,,ok,OK
icd10_codes,TABLE,READ|INSERT|DELETE,3,src/components/mrd/ICDCodingTab.tsx ; src/components/opd/DiagnosisPanel.tsx ; src/pages/settings/SettingsICDCodesPage.tsx,,ok,OK
icd_codings,TABLE,INSERT|READ|UPDATE,10,src/components/ipd/AdmitPatientModal.tsx ; src/components/ipd/DischargeSummaryGenerator.tsx ; src/components/mrd/CaseBundleModal.tsx ; src/components/mrd/CodingAccuracyAuditPanel.tsx,,ok,OK
icu_daily_goals,TABLE,READ|INSERT,1,src/pages/ipd/ICUWorkspacePage.tsx,,ok,OK
icu_flowsheet_entries,TABLE,READ|INSERT,1,src/pages/ipd/ICUWorkspacePage.tsx,,ok,OK
idsp_alerts,TABLE,READ|INSERT,1,src/pages/hmis/HMISPage.tsx,,ok,OK
idsp_submissions,TABLE,INSERT,1,supabase/functions/idsp-alert-submit/index.ts,,ok,OK
inbox_messages,TABLE,READ|UPDATE|INSERT,1,src/pages/inbox/InboxPage.tsx,,ok,OK
incident_reports,TABLE,READ|INSERT|UPDATE,7,src/components/analytics/QualityTab.tsx ; src/components/hr/BurnoutRiskTab.tsx ; src/components/quality/AIRootCauseAnalysis.tsx ; src/components/quality/FileIncidentModal.tsx,,ok,OK
indent_items,TABLE,READ|UPDATE|INSERT,1,src/components/inventory/IndentsPanel.tsx,,ok,OK
instrument_sets,TABLE,READ|UPDATE|INSERT,4,src/components/cssd/IssueReturnTab.tsx ; src/components/cssd/SetsInstrumentsTab.tsx ; src/components/cssd/SterilizeTab.tsx ; src/pages/cssd/CSSDPage.tsx,,ok,OK
instruments,TABLE,READ|INSERT,1,src/components/cssd/SetsInstrumentsTab.tsx,,ok,OK
insurance_automation_config,TABLE,READ|INSERT|UPDATE,3,src/components/insurance/InsuranceAutomationSettings.tsx ; supabase/functions/insurance-automation/index.ts ; e2e/phase-02-settings/P2J.downstream.spec.ts,,ok,OK
insurance_automation_log,TABLE,INSERT,3,src/components/insurance/ActiveAdmissions.tsx ; supabase/functions/insurance-automation/index.ts ; supabase/functions/submit-pre-auth-hcx/index.ts,,ok,OK
insurance_claims,TABLE,READ|INSERT|UPDATE,21,src/components/billing/tabs/InsuranceTab.tsx ; src/components/insurance/AppealLetterModal.tsx ; src/components/insurance/AutomationStatusPipeline.tsx ; src/components/insurance/ClaimBundleGenerator.tsx,,ok,OK
insurance_enhancement_requests,TABLE,INSERT|READ|UPDATE,2,src/components/billing/EnhancementRequestModal.tsx ; src/components/insurance/EnhancementQueue.tsx,,ok,OK
insurance_intimations,TABLE,UPDATE|READ,5,src/components/insurance/ActiveAdmissions.tsx ; src/components/insurance/IntimationsTab.tsx ; src/components/insurance/PreAuthQualityGate.tsx ; src/lib/dayCareCancel.ts,,ok,OK
insurance_payment_reconciliation,TABLE,READ|INSERT|UPDATE,1,src/components/insurance/PaymentReconciliation.tsx,,ok,OK
insurance_pre_auth,TABLE,READ|UPDATE|INSERT|DELETE,24,src/components/billing/tabs/InsuranceTab.tsx ; src/components/insurance/ActiveAdmissions.tsx ; src/components/insurance/AppealLetterModal.tsx ; src/components/insurance/AutomationStatusPipeline.tsx,,ok,OK
insurance_sla_log,TABLE,INSERT,3,src/components/insurance/SLATimer.tsx ; src/lib/insuranceAlerts.ts ; supabase/functions/insurance-daily-alerts/index.ts,,ok,OK
inventory_anomalies,TABLE,READ|UPDATE,1,src/components/inventory/AnomaliesPanel.tsx,,ok,OK
inventory_items,TABLE,READ|UPDATE,16,src/components/inventory/GRNPanel.tsx ; src/components/inventory/IndentsPanel.tsx ; src/components/inventory/InventoryDemandReview.tsx ; src/components/inventory/InventoryMISPanel.tsx,,ok,OK
inventory_stock,TABLE,READ|UPDATE|INSERT,14,src/components/inventory/ConsolidatedStockPanel.tsx ; src/components/inventory/GRNPanel.tsx ; src/components/inventory/IndentsPanel.tsx ; src/components/inventory/InventoryDemandReview.tsx,,ok,OK
inventory_value_by_hospital,VIEW,READ,1,src/hooks/useAnalyticsData.ts,,ok,OK
io_balance_records,TABLE,READ|INSERT,1,src/pages/ipd/ICUWorkspacePage.tsx,,ok,OK
ipc_bundle_checklists,TABLE,INSERT|READ,5,src/components/ipc/BundleChecklistModal.tsx ; src/components/ipd/tabs/IPDDeviceTab.tsx ; src/components/ipd/tabs/NursingKardexTab.tsx ; src/pages/ipc/IPCDashboardPage.tsx,,ok,OK
ipc_device_usage,TABLE,INSERT|UPDATE|READ,5,src/components/ipc/LogDeviceModal.tsx ; src/components/ipc/RemoveDeviceDialog.tsx ; src/components/ipd/tabs/IPDDeviceTab.tsx ; src/components/ipd/tabs/NursingKardexTab.tsx,,ok,OK
ipc_infection_events,TABLE,READ|INSERT,3,src/components/quality/InfectionControlTab.tsx ; src/pages/ipc/IPCDashboardPage.tsx ; supabase/functions/ai-nabh-assistant/index.ts,,ok,OK
ipd_admissions,MISSING,READ,1,e2e/phase-02-settings/P2D.structure.wards.spec.ts,admissions,CONTRACT VIOLATION - runtime error/silent failure,HIGH
ipd_advance_balances,VIEW,READ,11,src/components/billing/tabs/AdvanceApplicationTab.tsx ; src/components/ipd/DayCareCancelModal.tsx ; src/components/ipd/DayCareFinancialPanel.tsx ; src/components/ipd/DayCareRescheduleModal.tsx,,ok,OK
ipd_advances,TABLE,INSERT|READ,9,src/components/billing/AdvanceReceiptModal.tsx ; src/components/billing/RefundApprovalsInbox.tsx ; src/components/billing/tabs/AdvanceApplicationTab.tsx ; src/components/ipd/tabs/IPDFinancialTab.tsx,,ok,OK
ipd_charges,MISSING,READ,2,e2e/phase-02-settings/P2D.structure.wards.spec.ts ; e2e/phase-02-settings/P2J.downstream.spec.ts,service_charges,CONTRACT VIOLATION - runtime error/silent failure,HIGH
ipd_medications,TABLE,READ|INSERT|UPDATE|DELETE,19,src/components/ipd/ADRDetectorPanel.tsx ; src/components/ipd/DischargeSummaryGenerator.tsx ; src/components/ipd/IPDWorkspace.tsx ; src/components/ipd/MedReconciliationPanel.tsx,,ok,OK
ipd_nursing_notes,TABLE,READ|INSERT,1,src/components/ipd/tabs/IPDNotesTab.tsx,,ok,OK
ipd_vitals,TABLE,READ,6,src/components/ipd/ADRDetectorPanel.tsx ; src/components/ipd/IPDWorkspace.tsx ; src/components/ipd/tabs/IPDOverviewTab.tsx ; src/components/nursing/IOChartTab.tsx,,ok,OK
iv_fluids,TABLE,READ|INSERT|UPDATE,2,src/components/nursing/IOChartTab.tsx ; src/pages/tv/WardNursingBoard.tsx,,ok,OK
ivf_cycles,TABLE,READ|INSERT|UPDATE,4,src/components/ivf/CyclesTab.tsx ; src/components/ivf/ICMRComplianceTab.tsx ; src/components/ivf/StimulationTab.tsx ; src/pages/ivf/IVFPage.tsx,,ok,OK
jci_evidence_items,TABLE,READ|INSERT,1,src/pages/quality/JCIAccreditationPage.tsx,,ok,OK
job_applicants,TABLE,READ|INSERT|UPDATE,2,src/components/hr/RecruitmentTab.tsx ; src/pages/settings/SettingsStaffPage.tsx,,ok,OK
job_openings,TABLE,READ|INSERT,1,src/components/hr/RecruitmentTab.tsx,,ok,OK
journal_entries,TABLE,READ|INSERT,10,src/components/accounts/AccountsDashboardTab.tsx ; src/components/accounts/JournalTab.tsx ; src/components/accounts/ReportsTab.tsx ; src/components/hr/OffboardingTab.tsx,,ok,OK
journal_entry_lines,MISSING,READ|INSERT,2,src/components/hr/OffboardingTab.tsx ; src/components/hr/PayrollTab.tsx,journal_line_items,CONTRACT VIOLATION - runtime error/silent failure,CRITICAL
journal_line_items,TABLE,READ|INSERT|UPDATE,12,src/components/accounts/AccountsDashboardTab.tsx ; src/components/accounts/BankTab.tsx ; src/components/accounts/JournalTab.tsx ; src/components/accounts/LedgerTab.tsx,,ok,OK
lab_analyzer_messages,TABLE,READ|UPDATE|INSERT,2,src/components/lab/LabAnalyzerTab.tsx ; supabase/functions/lab-analyzer-ingest/index.ts,,ok,OK
lab_analyzer_test_mappings,TABLE,READ|INSERT|DELETE,2,src/components/lab/LabAnalyzerTab.tsx ; supabase/functions/lab-analyzer-ingest/index.ts,,ok,OK
lab_calibration_records,TABLE,READ|INSERT,1,src/components/lab/LabCalibrationTab.tsx,,ok,OK
lab_device_connectors,TABLE,READ|INSERT|UPDATE|DELETE,4,src/components/lab/LabAnalyzerTab.tsx ; src/pages/settings/IntegrationsHubPage.tsx ; supabase/functions/lab-analyzer-ingest/index.ts ; e2e/phase-02-settings/P2I.integrations.spec.ts,,ok,OK
lab_dual_validation_config,TABLE,READ|INSERT,3,src/components/lab/LabResultWorkspace.tsx ; e2e/phase-05-lab-radiology/P5D.verification-dual-amendment.spec.ts ; scripts/qa-seed.mjs,,ok,OK
lab_order_items,TABLE,READ|UPDATE|INSERT,29,src/components/analytics/AIDigestTab.tsx ; src/components/analytics/CustomReportBuilder.tsx ; src/components/billing/LeakageScanner.tsx ; src/components/billing/RevenueIntelligencePanel.tsx,,ok,OK
lab_orders,TABLE,READ|UPDATE|INSERT|DELETE,54,src/components/billing/UnbilledServicesModal.tsx ; src/components/emergency/EmergencyWorkspace.tsx ; src/components/insurance/ClaimBundleGenerator.tsx ; src/components/insurance/ClaimsPackWizard.tsx,,ok,OK
lab_qc_entries,TABLE,READ|INSERT,2,src/components/lab/LabQCDashboard.tsx ; src/lib/labQc.ts,,ok,OK
lab_reports,MISSING,READ,1,supabase/functions/abdm-auto-link-care-context/index.ts,lab_results,CONTRACT VIOLATION - runtime error/silent failure,HIGH
lab_results,TABLE,READ|INSERT|UPDATE,1,src/components/lab/LabResultWorkspace.tsx,,ok,OK
lab_samples,TABLE,READ|INSERT|UPDATE,9,src/components/lab/CollectionWorkstation.tsx ; src/components/lab/LabResultWorkspace.tsx ; src/components/lab/NewLabOrderModal.tsx ; src/lib/labSamples.ts,,ok,OK
lab_test_group_items,TABLE,INSERT|DELETE|READ,4,src/pages/settings/SettingsLabTestsPage.tsx ; e2e/phase-02-settings/P2G.clinical.lab-drugs.spec.ts ; e2e/phase-05-lab-radiology/lab-rad-helpers.ts ; scripts/qa-seed.mjs,,ok,OK
lab_test_groups,TABLE,READ|UPDATE|INSERT|DELETE,9,src/components/lab/NewLabOrderModal.tsx ; src/components/opd/tabs/RxOrdersTab.tsx ; src/lib/orderCatalogue.ts ; src/pages/settings/SettingsLabTestsPage.tsx,,ok,OK
lab_test_master,TABLE,READ|INSERT|UPDATE|DELETE,26,src/components/billing/UnbilledServicesModal.tsx ; src/components/lab/LabAnalyzerTab.tsx ; src/components/lab/NewLabOrderModal.tsx ; src/components/migration/ImportWizard.tsx,,ok,OK
leakage_reports,TABLE,READ|INSERT|UPDATE,4,src/components/billing/RevenueLeak/LeakageDashboard.tsx ; src/pages/hod/CEOBoardPage.tsx ; supabase/functions/ai-revenue-leak-detector/index.ts ; supabase/functions/daily-leakage-scan/index.ts,,ok,OK
leave_balance,TABLE,READ|UPDATE,3,src/components/hr/LeaveManagementTab.tsx ; src/components/hr/OffboardingTab.tsx ; src/pages/hr/MyHRPage.tsx,,ok,OK
leave_requests,TABLE,READ|UPDATE|INSERT,4,src/components/hr/HRReportsTab.tsx ; src/components/hr/LeaveManagementTab.tsx ; src/components/hr/RosterOptimizerPanel.tsx ; src/pages/hr/MyHRPage.tsx,,ok,OK
lifecycle_nudge_actions,TABLE,READ|INSERT,1,supabase/functions/lifecycle-nudge-scan/index.ts,,ok,OK
linen_records,TABLE,READ|INSERT,1,src/components/housekeeping/LinenTab.tsx,,ok,OK
lms_certificates,TABLE,READ|INSERT,1,src/pages/lms/LMSPage.tsx,,ok,OK
lms_courses,TABLE,READ|INSERT,1,src/pages/lms/LMSPage.tsx,,ok,OK
lms_enrollments,TABLE,READ|UPDATE|INSERT,1,src/pages/lms/LMSPage.tsx,,ok,OK
lms_quiz_attempts,TABLE,INSERT,1,src/pages/lms/LMSPage.tsx,,ok,OK
lms_quiz_questions,TABLE,READ|INSERT,1,src/pages/lms/LMSPage.tsx,,ok,OK
mar_double_checks,TABLE,INSERT,1,src/components/nursing/NursingMedicationTask.tsx,,ok,OK
marketing_campaigns,TABLE,INSERT|READ|UPDATE,1,src/pages/crm/CRMPage.tsx,,ok,OK
mccd_certificates,TABLE,READ|INSERT,1,src/pages/mortuary/MortuaryPage.tsx,,ok,OK
mci_events,TABLE,READ|INSERT|UPDATE,1,src/pages/emergency/MCIActivationPage.tsx,,ok,OK
mci_triage_patients,TABLE,READ|INSERT,1,src/pages/emergency/MCIActivationPage.tsx,,ok,OK
meal_deliveries,TABLE,READ|INSERT|UPDATE,1,src/pages/dietetics/DietPage.tsx,,ok,OK
med_reconciliation_events,TABLE,READ|INSERT,1,src/components/ipd/MedReconciliationPanel.tsx,,ok,OK
medical_gas_logs,TABLE,READ|INSERT|DELETE,1,src/components/fms/MedicalGasTab.tsx,,ok,OK
medical_records,TABLE,INSERT|READ,4,src/components/ipd/AdmitPatientModal.tsx ; src/components/mrd/RecordsIndexTab.tsx ; src/components/opd/ConsultationWorkspace.tsx ; src/pages/mrd/MRDPage.tsx,,ok,OK
mental_health_encounters,TABLE,READ|INSERT,2,src/components/mental-health/MHConsultationTab.tsx ; src/pages/mental-health/MentalHealthPage.tsx,,ok,OK
migration_jobs,TABLE,INSERT|UPDATE|READ,2,src/components/migration/ImportWizard.tsx ; src/pages/admin/DataMigrationPage.tsx,,ok,OK
migration_logs,TABLE,INSERT|UPDATE|READ,2,src/components/migration/ImportWizard.tsx ; src/pages/admin/DataMigrationPage.tsx,,ok,OK
mlc_cases,TABLE,READ|INSERT,3,src/components/emergency/MLCDetailsModal.tsx ; src/components/ipd/IPDWorkspace.tsx ; src/components/mrd/MLCRegisterTab.tsx,,ok,OK
mlc_records,TABLE,INSERT|READ|UPDATE,2,src/lib/edMortuary.ts ; src/pages/mortuary/MortuaryPage.tsx,,ok,OK
modalities,MISSING,READ,1,src/components/billing/UnbilledServicesModal.tsx,radiology_modalities,CONTRACT VIOLATION - runtime error/silent failure,HIGH
mortuary_admissions,TABLE,INSERT|READ|UPDATE,3,src/lib/edMortuary.ts ; src/pages/mortuary/MortuaryPage.tsx ; e2e/phase-03-patient-records/P3C.emergency-newborn.spec.ts,,ok,OK
mrr_snapshots,TABLE,INSERT,1,supabase/functions/mrr-snapshot-job/index.ts,,ok,OK
nabh_chapter_names,TABLE,READ,1,src/components/quality/QualityIndicatorsTab.tsx,,ok,OK
nabh_criteria,TABLE,READ,2,src/components/analytics/QualityTab.tsx ; src/components/quality/NABHDashboard.tsx,,ok,OK
nabh_evidence_items,TABLE,READ|INSERT|DELETE,6,src/components/nabh/EvidenceGapsModal.tsx ; src/components/nabh/EvidenceManager.tsx ; src/components/nabh/NABHAssistantPanel.tsx ; src/components/nabh/WeeklyDigestModal.tsx,,ok,OK
nabh_evidence_log,TABLE,INSERT|READ,7,src/lib/nabh-evidence.ts ; src/pages/quality/QualityPage.tsx ; src/tests/security/quality-indicators-rls.test.ts ; supabase/functions/ai-history-digest/index.ts,,ok,OK
nabh_hospital_compliance,TABLE,READ|INSERT,7,src/components/dashboard/NABHReadinessCard.tsx ; src/components/nabh/EvidenceGapsModal.tsx ; src/components/safety/ReportEventModal.tsx ; src/pages/nabh/NABHMatrixPage.tsx,,ok,OK
nabh_standards,TABLE,READ|INSERT,4,src/components/safety/ReportEventModal.tsx ; src/pages/nabh/NABHMatrixPage.tsx ; src/pages/quality/CommitteesPage.tsx ; src/pages/quality/SafetyEventsPage.tsx,,ok,OK
ndps_pending_dispenses,TABLE,READ|INSERT|UPDATE,1,src/components/pharmacy/ip/NDPSDualSignoffModal.tsx,,ok,OK
ndps_register,TABLE,READ|INSERT,5,src/components/pharmacy/ip/DispensingWorkspace.tsx ; src/components/pharmacy/PharmacyNDPSTab.tsx ; src/components/pharmacy/PharmacyReportsTab.tsx ; src/components/pharmacy/retail/RetailPayment.tsx,,ok,OK
neonatal_records,TABLE,READ|INSERT|UPDATE,2,src/components/specialty/NeonatalSheet.tsx ; src/pages/hmis/HMISPage.tsx,,ok,OK
no_show_predictions,TABLE,UPDATE|INSERT|READ,3,src/components/opd/TokenQueue.tsx ; src/components/schedule/NoShowRiskPanel.tsx ; src/lib/clinicalPredictions.ts,,ok,OK
notification_log,TABLE,READ|INSERT,2,src/pages/notifications/NotificationsPage.tsx ; supabase/functions/alert-escalation/index.ts,,ok,OK
notification_preferences,TABLE,INSERT,1,src/pages/notifications/NotificationsPage.tsx,,ok,OK
notification_queue,TABLE,READ|UPDATE,1,supabase/functions/notification-dispatcher/index.ts,,ok,OK
nps_responses,TABLE,READ|INSERT,2,src/pages/platform/CustomerSuccessPage.tsx ; supabase/functions/nps-survey-respond/index.ts,,ok,OK
nps_surveys,TABLE,READ|INSERT|DELETE|UPDATE,2,supabase/functions/nps-survey-dispatch/index.ts ; supabase/functions/nps-survey-respond/index.ts,,ok,OK
nursing_care_plans,TABLE,INSERT|READ|UPDATE,2,src/components/nursing/CarePlanModal.tsx ; src/components/nursing/CarePlansTab.tsx,,ok,OK
nursing_fluid_outputs,TABLE,READ|INSERT,1,src/components/nursing/IOChartTab.tsx,,ok,OK
nursing_handovers,TABLE,INSERT,1,src/components/nursing/NursingHandoverTask.tsx,,ok,OK
nursing_mar,TABLE,READ|UPDATE|INSERT,8,src/components/ipd/DischargeSummaryGenerator.tsx ; src/components/ipd/tabs/NursingKardexTab.tsx ; src/components/nursing/NursingMedicationTask.tsx ; src/components/oncology/VialSharingCard.tsx,,ok,OK
nursing_procedure_consumables,TABLE,INSERT,1,src/components/nursing/NursingProcedureModal.tsx,,ok,OK
nursing_procedures,TABLE,INSERT|READ|UPDATE,2,src/components/nursing/NursingProcedureModal.tsx ; src/lib/ipdBilling.ts,,ok,OK
nursing_vitals,TABLE,READ|INSERT,11,src/components/ipd/DischargeSummaryGenerator.tsx ; src/components/ipd/IPDWorkspace.tsx ; src/components/ipd/ReadmissionRiskPanel.tsx ; src/components/ipd/SepsisWarningBanner.tsx,,ok,OK
nutrition_screenings,TABLE,READ|INSERT,1,src/components/ipd/tabs/NutritionDieteticsTab.tsx,,ok,OK
nutritional_screenings,TABLE,READ|INSERT,1,src/pages/dietetics/DietPage.tsx,,ok,OK
oauth_provider_settings,TABLE,READ|INSERT,2,src/pages/platform/PlatformSettingsPage.tsx ; supabase/functions/update-oauth-providers/index.ts,,ok,OK
obstetric_records,TABLE,READ|INSERT|UPDATE,5,src/components/mrd/MaternityRegisterTab.tsx ; src/components/specialty/ObstetricSheet.tsx ; src/pages/hmis/HMISPage.tsx ; src/pages/hod/HODDashboardPage.tsx,,ok,OK
occupational_health_records,TABLE,READ|INSERT|DELETE,1,src/components/hr/OccupationalHealthTab.tsx,,ok,OK
onboarding_tasks,TABLE,READ|INSERT|UPDATE,1,src/components/hr/RecruitmentTab.tsx,,ok,OK
oncology_patients,TABLE,READ|INSERT,3,src/components/oncology/DaycareBoardTab.tsx ; src/components/oncology/OncologyPatientsTab.tsx ; src/pages/oncology/OncologyPage.tsx,,ok,OK
online_reviews,TABLE,INSERT|UPDATE|READ,2,src/components/crm/ReviewSentimentAnalyser.tsx ; src/pages/crm/CRMPage.tsx,,ok,OK
opd_diagnoses,TABLE,READ|INSERT|UPDATE|DELETE,3,src/components/opd/DiagnosisPanel.tsx ; src/pages/patients/PatientSummaryPage.tsx ; supabase/functions/fhir-export/index.ts,,ok,OK
opd_encounters,TABLE,READ|INSERT|UPDATE,34,src/components/analytics/AIDigestTab.tsx ; src/components/analytics/CustomReportBuilder.tsx ; src/components/analytics/DepartmentDetailModal.tsx ; src/components/analytics/ExportModal.tsx,,ok,OK
